8671,2940,109.017,-7.98333333333333,99999,47.271202011482,19,116
8672,2940,109.05,-7.98333333333333,99999,45.482098215256,19,116
8673,2940,109.083,-7.98333333333333,99999,42.829802841344,19,116
8674,2940,109.117,-7.98333333333333,99999,40.291950856456,19,116
8675,2940,109.15,-7.98333333333333,99999,38.1520659997132,19,116
8676,2940,109.183,-7.98333333333333,99999,36.3769518793854,19,116
8677,2940,109.217,-7.98333333333333,99999,34.6028665047456,19,116
8678,2940,109.25,-7.98333333333333,99999,31.9991528734126,19,116
8679,2940,109.283,-7.98333333333333,99999,27.82891575077,19,116
8680,2940,109.317,-7.98333333333333,99999,22.3182940363143,19,116
8681,2940,109.35,-7.98333333333333,99999,16.3705808707406,19,116
8682,2940,109.383,-7.98333333333333,99999,10.9510014773827,19,116
8683,2940,109.417,-7.98333333333333,99999,7.19224404512715,19,116
8684,2940,109.45,-7.98333333333333,99999,5.80186538100476,19,116
8685,2940,109.483,-7.98333333333333,99999,6.28630586413643,19,116
8686,2940,109.517,-7.98333333333333,99999,7.59893550777661,19,116
8687,2940,109.55,-7.98333333333333,99999,9.0913796205404,19,116
8688,2940,109.583,-7.98333333333333,99999,10.5399482967802,19,116
8689,2940,109.617,-7.98333333333333,99999,11.8577940502966,19,116
8690,2940,109.65,-7.98333333333333,99999,13.0310701270456,19,116
8691,2940,109.683,-7.98333333333333,99999,14.069688176969,19,116
8692,2940,109.717,-7.98333333333333,99999,14.9984691485469,19,116
8693,2940,109.75,-7.98333333333333,99999,15.8493736184716,19,116
8694,2940,109.783,-7.98333333333333,99999,16.6394053326056,19,116
8695,2940,109.817,-7.98333333333333,99999,17.3677734432873,19,116
8696,2940,109.85,-7.98333333333333,99999,18.0109884910116,19,116
8697,2940,109.883,-7.98333333333333,99999,18.5209111119185,19,116
8698,2940,109.917,-7.98333333333333,99999,18.8269141168721,19,116
8699,2940,109.95,-7.98333333333333,99999,18.9079912339355,888,-888
8700,2940,109.983,-7.98333333333333,99999,18.8606480605096,999,-999
8701,2940,110.017,-7.98333333333333,99999,99999,999,-999
8702,2940,110.05,-7.98333333333333,99999,99999,999,-999
8703,2940,110.083,-7.98333333333333,99999,99999,999,-999
8704,2940,110.117,-7.98333333333333,99999,99999,999,-999
8705,2940,110.15,-7.98333333333333,99999,99999,999,-999
8706,2940,110.183,-7.98333333333333,99999,99999,999,-999
8707,2940,110.217,-7.98333333333333,99999,99999,999,-999
8708,2940,110.25,-7.98333333333333,99999,99999,999,-999
8709,2940,110.283,-7.98333333333333,99999,99999,999,-999
8710,2940,110.317,-7.98333333333333,99999,99999,999,-999
8711,2940,110.35,-7.98333333333333,99999,99999,999,-999
8712,2940,110.383,-7.98333333333333,99999,99999,999,-999
8713,2940,110.417,-7.98333333333333,99999,99999,999,-999
8714,2940,110.45,-7.98333333333333,99999,99999,999,-999
8715,2940,110.483,-7.98333333333333,99999,99999,999,-999
8716,2940,110.517,-7.98333333333333,99999,99999,999,-999
8717,2940,110.55,-7.98333333333333,99999,99999,999,-999
8718,2940,110.583,-7.98333333333333,99999,99999,999,-999
8719,2940,110.617,-7.98333333333333,99999,99999,999,-999
8720,2940,110.65,-7.98333333333333,99999,99999,999,-999
8721,2940,110.683,-7.98333333333333,99999,99999,999,-999
8722,2940,110.717,-7.98333333333333,99999,99999,999,-999
8723,2940,110.75,-7.98333333333333,99999,99999,999,-999
8724,2940,110.783,-7.98333333333333,99999,99999,999,-999
8725,2940,110.817,-7.98333333333333,99999,99999,999,-999
8726,2940,110.85,-7.98333333333333,99999,99999,999,-999
8727,2940,110.883,-7.98333333333333,99999,99999,999,-999
8728,2940,110.917,-7.98333333333333,99999,99999,999,-999
8729,2940,110.95,-7.98333333333333,99999,99999,999,-999
8730,2940,110.983,-7.98333333333333,99999,99999,999,-999
8731,2940,111.017,-7.98333333333333,99999,99999,999,-999
8732,2940,111.05,-7.98333333333333,99999,99999,999,-999
8733,2940,111.083,-7.98333333333333,99999,99999,999,-999
8734,2940,111.117,-7.98333333333333,99999,99999,999,-999
